url,year_of_pass,Label,Up,Down
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1892_014916&category=dirSer,1892,이원세(李元世),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1616_005116&category=dirSer,1616,이필달(李必達),2,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1877_013973&category=dirSer,1877,조재순(趙在淳),1,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1879_014046&category=dirSer,1879,임영상(林永相),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1880_014094&category=dirSer,1880,정은조(鄭誾朝),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1881_014158&category=dirSer,1881,서공순(徐公淳),2,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1881_014163&category=dirSer,1881,이원중(李源中),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1882_014214&category=dirSer,1882,민응식(閔應植),2,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1882_014225&category=dirSer,1882,이완용(李完用),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1885_014430&category=dirSer,1885,송태헌(宋台憲),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1885_014439&category=dirSer,1885,김석규(金錫圭),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1886_014471&category=dirSer,1886,민영돈(閔泳敦),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1888_014580&category=dirSer,1888,서상기(徐相耆),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1891_014824&category=dirSer,1891,서병찬(徐丙贊),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1891_014831&category=dirSer,1891,이근교(李根敎),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1891_014840&category=dirSer,1891,이태용(李泰用),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1892_014934&category=dirSer,1892,서상숙(徐相肅),3,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1538_003017&category=dirSer,1538,이담(李湛),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1814_011845&category=dirSer,1814,이문흠(李文欽),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1862_013332&category=dirSer,1862,정우현(鄭友鉉),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1894_015128&category=dirSer,1894,이수인(李守寅),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1519_002590&category=dirSer,1519,박공달(朴公達),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1526_002755&category=dirSer,1526,김광진(金光軫),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1570_003760&category=dirSer,1570,최운부(崔雲溥),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1743_009100&category=dirSer,1743,오순(吳洵),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1747_009248&category=dirSer,1747,윤득상(尹得相),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1740_009013&category=dirSer,1740,조광림(趙光林),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1784_010847&category=dirSer,1784,신기현(申驥顯),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1629_005574&category=dirSer,1629,권칭(權稱),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1678_006858&category=dirSer,1678,김시휘(金始徽),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1691_007342&category=dirSer,1691,정우주(鄭宇柱),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1713_007996&category=dirSer,1713,이희춘(李喜春),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1726_008498&category=dirSer,1726,이일서(李日瑞),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1633_005689&category=dirSer,1633,이빈(李彬),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1714_008031&category=dirSer,1714,이언렬(李彦烈),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1654_006243&category=dirSer,1654,이하(李𩡘),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1861_013277&category=dirSer,1861,허직(許禝),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1883_014315&category=dirSer,1883,허석(許),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1399_000092&category=dirSer,1399,전예(田藝),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1405_000179&category=dirSer,1405,유상지(兪尙智),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1414_000286&category=dirSer,1414,정척(鄭陟),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1423_000464&category=dirSer,1423,김하(金何),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1426_000482&category=dirSer,1426,고승안(高承顔),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1427_000527&category=dirSer,1427,최윤중(崔允中),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1439_000729&category=dirSer,1439,이전수(李全粹),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1453_000966&category=dirSer,1453,정은(鄭垠),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1460_001199&category=dirSer,1460,황진손(黃震孫),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1468_001464&category=dirSer,1468,유자광(柳子光),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1472_001553&category=dirSer,1472,최자점(崔自霑),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1480_001700&category=dirSer,1480,이대형(李大亨),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1504_002191&category=dirSer,1504,주선림(朱善林),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1507_002280&category=dirSer,1507,장적(張籍),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1522_002662&category=dirSer,1522,김응두(金應斗),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1531_002854&category=dirSer,1531,윤행(尹行),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1534_002908&category=dirSer,1534,장응량(張應樑),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1531_002849&category=dirSer,1531,유세화(柳世華),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1561_003560&category=dirSer,1561,임백균(任百鈞),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1564_003622&category=dirSer,1564,최경장(崔慶長),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1576_003943&category=dirSer,1576,임계영(任啓英),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1568_003720&category=dirSer,1568,김신옥(金信玉),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1582_004085&category=dirSer,1582,이여해(李汝海),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1586_004217&category=dirSer,1586,이진길(李震吉),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1585_004196&category=dirSer,1585,황여일(黃汝一),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1597_004514&category=dirSer,1597,양경우(梁慶遇),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1610_004880&category=dirSer,1610,최경일(崔敬一),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1600_004566&category=dirSer,1600,이오(李璈),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1609_004839&category=dirSer,1609,최전(崔沺),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1612_004950&category=dirSer,1612,황상겸(黃尙謙),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1621_005254&category=dirSer,1621,선세휘(宣世徽),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1624_005373&category=dirSer,1624,권극명(權克明),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1624_005394&category=dirSer,1624,박이립(朴而立),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1633_005678&category=dirSer,1633,심일운(沈日運),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1634_005719&category=dirSer,1634,이휴(李休),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1639_005858&category=dirSer,1639,홍경우(洪儆禹),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1639_005863&category=dirSer,1639,최천주(崔天柱),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1642_005901&category=dirSer,1642,한창원(韓昌遠),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1646_006000&category=dirSer,1646,김한조(金翰朝),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1648_006035&category=dirSer,1648,황중연(黃中衍),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1651_006125&category=dirSer,1651,강호석(姜好奭),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1651_006131&category=dirSer,1651,이제(李濟),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1651_006149&category=dirSer,1651,유이후(柳以厚),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1651_006156&category=dirSer,1651,이일삼(李日三),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1654_006262&category=dirSer,1654,이시담(李時橝),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1654_006264&category=dirSer,1654,정익(鄭瀷),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1662_006423&category=dirSer,1662,이암(李馣),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1663_006474&category=dirSer,1663,이태기(李泰祺),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1669_006618&category=dirSer,1669,양현망(楊顯望),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1669_006628&category=dirSer,1669,안여기(安汝器),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1669_006641&category=dirSer,1669,정상헌(鄭尙獻),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1675_006804&category=dirSer,1675,한기천(韓紀千),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1678_006843&category=dirSer,1678,정상박(鄭尙樸),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1679_006913&category=dirSer,1679,주택정(朱宅正),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1879_014001&category=dirSer,1879,정승모(鄭承謨),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1686_007176&category=dirSer,1686,한항(韓沆),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1690_007283&category=dirSer,1690,권희열(權希說),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1693_007375&category=dirSer,1693,남하명(南夏明),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1695_007457&category=dirSer,1695,박만항(朴萬恒),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1633_005685&category=dirSer,1633,손회종(孫會宗),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1699_007621&category=dirSer,1699,송사윤(宋思胤),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1702_007673&category=dirSer,1702,최유한(崔有漢),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1702_007692&category=dirSer,1702,송사익(宋思翊),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1702_007666&category=dirSer,1702,김정귀(金正龜),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1705_007733&category=dirSer,1705,이지걸(李之杰),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1663_006473&category=dirSer,1663,송광벽(宋光璧),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1710_007860&category=dirSer,1710,이태원(李太元),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1710_007879&category=dirSer,1710,강필중(姜必中),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1710_007883&category=dirSer,1710,권상일(權相一),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1715_008079&category=dirSer,1715,이도첨(李道瞻),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1719_008170&category=dirSer,1719,박태휘(朴泰彙),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1725_008440&category=dirSer,1725,김몽후(金夢垕),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1715_008068&category=dirSer,1715,이광국(李光國),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1729_008602&category=dirSer,1729,홍위(洪㬙),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1750_009272&category=dirSer,1750,김위(金㙔),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1732_008674&category=dirSer,1732,채경승(蔡慶承),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1741_009028&category=dirSer,1741,이중빈(李重彬),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1744_009130&category=dirSer,1744,이형준(李亨俊),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1798_011317&category=dirSer,1798,정약수(丁若琇),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1750_009282&category=dirSer,1750,김서응(金瑞應),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1750_009323&category=dirSer,1750,윤재겸(尹在謙),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1754_009499&category=dirSer,1754,양주익(梁周翊),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1753_009441&category=dirSer,1753,채정하(蔡廷夏),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1756_009606&category=dirSer,1756,이복경(李復慶),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1759_009667&category=dirSer,1759,이방영(李邦榮),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1759_009677&category=dirSer,1759,정필충(鄭必忠),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1759_009716&category=dirSer,1759,유광천(柳匡天),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1762_009774&category=dirSer,1762,이언오(李彦五),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009871&category=dirSer,1763,이득화(李得華),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009909&category=dirSer,1765,정중록(鄭重祿),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1765_009919&category=dirSer,1765,이송심(李松心),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1767_010014&category=dirSer,1767,유악주(兪岳柱),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010033&category=dirSer,1768,민정열(閔鼎烈),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010062&category=dirSer,1768,최현필(崔顯珌),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1771_010162&category=dirSer,1771,유한인(兪漢人),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1771_010182&category=dirSer,1771,이적철(李迪喆),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1470_001515&category=dirSer,1470,정이교(鄭以僑),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1477_001639&category=dirSer,1477,황계옥(黃啓沃),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010070&category=dirSer,1768,구수온(具修溫),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1769_010117&category=dirSer,1769,이정운(李鼎運),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1777_010614&category=dirSer,1777,정현조(丁俔祖),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1780_010695&category=dirSer,1780,이일운(李日運),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1780_010715&category=dirSer,1780,권문도(權文度),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1879_014005&category=dirSer,1879,홍학주(洪學周),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1789_010972&category=dirSer,1789,조몽경(趙夢璟),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1790_011037&category=dirSer,1790,김경환(金景煥),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1800_011341&category=dirSer,1800,신경회(申慶會),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1447_000821&category=dirSer,1447,서강(徐崗),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1742_009062&category=dirSer,1742,이맹휴(李孟休),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1807_011615&category=dirSer,1807,허신(許兟),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1807_011629&category=dirSer,1807,강두환(姜斗煥),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1809_011700&category=dirSer,1809,강필로(姜必魯),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1852_012975&category=dirSer,1852,이응모(李膺模),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1815_011884&category=dirSer,1815,이시원(李是遠),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1879_014010&category=dirSer,1879,정운기(鄭雲琦),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1816_011966&category=dirSer,1816,김당(金榶),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1447_000815&category=dirSer,1447,강미수(姜眉壽),0,2
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1828_012280&category=dirSer,1828,김현도(金鉉燾),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1838_012540&category=dirSer,1838,이병식(李秉植),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1427_000524&category=dirSer,1427,강진덕(姜進德),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1849_012887&category=dirSer,1849,최복래(崔復來),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1851_012933&category=dirSer,1851,최학승(崔鶴昇),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1774_010386&category=dirSer,1774,신사직(愼師稷),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1855_013047&category=dirSer,1855,서우순(徐友淳),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1858_013188&category=dirSer,1858,정훈석(鄭勛錫),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1427_000525&category=dirSer,1427,조휘(曹彙),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1864_013420&category=dirSer,1864,김선주(金善柱),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1866_013496&category=dirSer,1866,안종원(安鍾元),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1867_013523&category=dirSer,1867,기양연(奇陽衍),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1868_013582&category=dirSer,1868,임기원(任基元),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1776_010583&category=dirSer,1776,유임주(兪任柱),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1876_013949&category=dirSer,1876,위도원(魏道源),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1517_002528&category=dirSer,1517,강현(姜顯),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1880_014155&category=dirSer,1880,위익원(魏翼源),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1533_002882&category=dirSer,1533,이도남(李圖南),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1893_015066&category=dirSer,1893,안필호(安弼鎬),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1763_009876&category=dirSer,1763,김광우(金光遇),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1725_008452&category=dirSer,1725,이만영(李萬榮),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1733_008692&category=dirSer,1733,허후(許逅),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1801_011384&category=dirSer,1801,이석(李鉐),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1506_002244&category=dirSer,1506,김협(金協),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1482_001742&category=dirSer,1482,김준손(金駿孫),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1621_005251&category=dirSer,1621,이계(李烓),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1747_009243&category=dirSer,1747,권경(權絅),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1743_009074&category=dirSer,1743,박성원(朴盛源),1,1
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1739_008934&category=dirSer,1739,이익보(李益輔),2,0
http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1774_010389&category=dirSer,1774,허유(許鍒),2,0
